id,source_path,repo_path,filename,mime_type,size_bytes,drive_id,repo_status,git_blob_sha,sha256,dimensions,classification_status
urbanek-rychvald-001,Rychvald/Budova úřadu 003.jpg,sources/osobni-archiv-jaromira-urbanka/Rychvald/Budova úřadu 003.jpg,Budova úřadu 003.jpg,image/jpeg,404057,1fG4LLJZxKISlvHj0uQkaVjUaPoNknm0h,repo_verified,2108bd68fb491fb2c24d382e93cd48a57eb5277e,fc7599f05718db0f4bf9dcfa30f980d560d4606a608ab9b38809c2605a59722d,2394x1796,completed_first_visual_pass
urbanek-rychvald-002,Rychvald/Budova úřadu 005.jpg,sources/osobni-archiv-jaromira-urbanka/Rychvald/Budova úřadu 005.jpg,Budova úřadu 005.jpg,image/jpeg,525938,1uNDOD4ba-mwcs7HGcPKyDbiP4W24ry08,repo_verified,21f8e9ae5f69d16ea127bc909ef37511e18ec580,a36411b50910c154dc4803f55ed190748a16028030121d248ea4e43b1c707778,2394x1796,completed_first_visual_pass
urbanek-rychvald-003,Rychvald/Cudlín 033.jpg,sources/osobni-archiv-jaromira-urbanka/Rychvald/Cudlín 033.jpg,Cudlín 033.jpg,image/jpeg,724284,1I7OYkpegVLNEnfw7pTSnzzgVFDXyxsy9,repo_verified,14e4922399033ee8b3e58d6a86519d3f3d7e23bd,b4a3d6a028f6c57d4709939df2a2e84556240138a74a6df535338b517ca5a2c4,2048x1360,completed_first_visual_pass
urbanek-rychvald-004,Rychvald/Cudlín 035.jpg,sources/osobni-archiv-jaromira-urbanka/Rychvald/Cudlín 035.jpg,Cudlín 035.jpg,image/jpeg,727723,1SztXOeKvZhJPiIDBqiIMHvHO1EAeNMrC,repo_verified,999e660672ba6a722ef317f2061e84d670c62fd8,65e3a9597325406076e3b99f1e19d972d6f5146206ddc9aefcc935f177462085,2048x1360,completed_first_visual_pass
urbanek-rychvald-005,Rychvald/Cudlín 037.jpg,sources/osobni-archiv-jaromira-urbanka/Rychvald/Cudlín 037.jpg,Cudlín 037.jpg,image/jpeg,715902,18_RkM4Ch3ZRoMTDwvTC6F3xSWhA0stHq,repo_verified,4b6488f0d9edafb287e7bfcfd6d434547e04a2f3,676fa2cbee25a3517f0cedb79f38bb96a11776316e26a8e982b0e393e55c8591,2048x1360,completed_first_visual_pass
