id,source_path,repo_path,filename,mime_type,size_bytes,drive_id,repo_status,git_blob_sha,sha256,dimensions,classification_status
urbanek-popopo-011,popopo/P1010741.JPG,sources/osobni-archiv-jaromira-urbanka/popopo/P1010741.JPG,P1010741.JPG,image/jpeg,2408744,1cbxKyWr8vBqrABj-fBMBPepLQTX0hn3e,repo_verified,6a86ce8c026c0aadb0f9d304c013f5219a317115,2482d6cfe8b9c0d004cac4aad558418f3023b546a1bfe0c8694c9a8f513232d7,3072x2304,completed_first_visual_pass
urbanek-popopo-012,popopo/P1010743a.jpg,sources/osobni-archiv-jaromira-urbanka/popopo/P1010743a.jpg,P1010743a.jpg,image/jpeg,1118759,10zLHjw2LN6M30HRcNKBE7iakjf4xAkor,repo_verified,4dd56f1710f45aedcc1819981ca1bf8620167cb5,d90680ea0907d29919d70f921f8b4abb18645295f5d7d19a088efb91f867841d,3072x2304,completed_first_visual_pass
urbanek-popopo-013,popopo/P1010744.JPG,sources/osobni-archiv-jaromira-urbanka/popopo/P1010744.JPG,P1010744.JPG,image/jpeg,3479803,1P3HuugaQXGsesPJA3FypLKtiyQA3PGBa,repo_verified,d2e10f950d42c226c372c8f61b849aca858f01ba,edc3e44166614455bad88f448bfe495deaca8425132c5651a6d7e5ba75ed2d69,2304x3072,completed_first_visual_pass
urbanek-popopo-014,popopo/P1010746.JPG,sources/osobni-archiv-jaromira-urbanka/popopo/P1010746.JPG,P1010746.JPG,image/jpeg,3704597,1V_NsHLXTM-XWsNOmTGymURqFnK4aOSBi,repo_verified,0238429e6b3c7a89d38ff6ea60199aa8f185af6a,34bfd2bb5e5b92f98b7e8164d65d0543d59be9340c5b1cec89053dc6744947a4,2304x3072,completed_first_visual_pass
urbanek-popopo-015,popopo/P1010747a.jpg,sources/osobni-archiv-jaromira-urbanka/popopo/P1010747a.jpg,P1010747a.jpg,image/jpeg,1316340,1DUM4QSFcl82nE_0oWPmuiwgsZHjt9fKr,repo_verified,04e9c6c619bf2d94b4ae71e5367384289e5caf41,fe421a11b36e8ea883ba35573054b84738f3e600741ecb936f95fd3d0b6784a2,2304x3072,completed_first_visual_pass
