id,source_path,repo_path,filename,mime_type,size_bytes,drive_id,repo_status,git_blob_sha,sha256,dimensions,classification_status
urbanek-noviny-1938-ceske-slovo-031,Noviny 1938 České slovo/P1020304.JPG,sources/osobni-archiv-jaromira-urbanka/Noviny 1938 České slovo/P1020304.JPG,P1020304.JPG,image/jpeg,2486256,1Jpzz8hg8uESPx9XK1gmbTGfyMJtyKAEK,repo_verified,1d77822a12195e92b6282d856fe7a8c37bc3432b,08f91b249fdf7834f015aee317bb7381b13a2e3a9ec82de70faa9c1d136a7b16,2304x3072,completed_first_visual_pass
urbanek-noviny-1938-ceske-slovo-032,Noviny 1938 České slovo/P1020305.JPG,sources/osobni-archiv-jaromira-urbanka/Noviny 1938 České slovo/P1020305.JPG,P1020305.JPG,image/jpeg,2510931,1OukWCCCdY3047c7Bf31016VgNaGMr-Bc,repo_verified,7092a33bc86acc39f3eec0ecd470f9760d9df678,5ca2391f9b4f5b72f93935d2418b7db6608a531db4db885e142fd3dfc7cdf7aa,3072x2304,completed_first_visual_pass
urbanek-noviny-1938-ceske-slovo-033,Noviny 1938 České slovo/P1020306.JPG,sources/osobni-archiv-jaromira-urbanka/Noviny 1938 České slovo/P1020306.JPG,P1020306.JPG,image/jpeg,2498650,1n1jTQv7kIXWpFkwxE_yrT6ryQq8QgEIc,repo_verified,874c2421a5476cded6d6f23509910c1089841279,86947814ad55b94599e783f05f4283b1ab6f7ea3927dd67b9aeab624595589d6,3072x2304,completed_first_visual_pass
