item_id,source_path,repo_path,filename,mime_type,size_bytes,git_blob_sha,repo_status,processing_status,rights,attribution
urbanek-ccs-006,"4 Historie  Církve Československé  v Rychvaldě ve fotografiích/1 Od položení základního kamene. Histotie rychvaldského kostela/6  Den  otevření 6. 7. 1925.jpg","sources/osobni-archiv-jaromira-urbanka/4 Historie  Církve Československé  v Rychvaldě ve fotografiích/1 Od položení základního kamene. Histotie rychvaldského kostela/6  Den  otevření 6. 7. 1925.jpg","6  Den  otevření 6. 7. 1925.jpg",image/jpeg,301968,d2cf995ec9a962f39dbc1ad9de739382db0e0991,repo_verified,visually_classified,unknown,"Z osobního archivu p. Jaromíra Urbánka."
urbanek-ccs-007,"4 Historie  Církve Československé  v Rychvaldě ve fotografiích/1 Od položení základního kamene. Histotie rychvaldského kostela/7  původní interiér Husova sboru.jpg","sources/osobni-archiv-jaromira-urbanka/4 Historie  Církve Československé  v Rychvaldě ve fotografiích/1 Od položení základního kamene. Histotie rychvaldského kostela/7  původní interiér Husova sboru.jpg","7  původní interiér Husova sboru.jpg",image/jpeg,500078,1e3e2a07b63e3fd12f3d5684f60c00f340ce9cbf,repo_verified,visually_classified,unknown,"Z osobního archivu p. Jaromíra Urbánka."
urbanek-ccs-008,"4 Historie  Církve Československé  v Rychvaldě ve fotografiích/1 Od položení základního kamene. Histotie rychvaldského kostela/8  obraz za oltářem.jpg","sources/osobni-archiv-jaromira-urbanka/4 Historie  Církve Československé  v Rychvaldě ve fotografiích/1 Od položení základního kamene. Histotie rychvaldského kostela/8  obraz za oltářem.jpg","8  obraz za oltářem.jpg",image/jpeg,247206,2b7739fac7b951a164a49addb0f43eef135c1cf4,repo_verified,visually_classified,unknown,"Z osobního archivu p. Jaromíra Urbánka."
urbanek-ccs-009,"4 Historie  Církve Československé  v Rychvaldě ve fotografiích/1 Od položení základního kamene. Histotie rychvaldského kostela/9  10 let CČS slavnostni bohoslužby.jpg","sources/osobni-archiv-jaromira-urbanka/4 Historie  Církve Československé  v Rychvaldě ve fotografiích/1 Od položení základního kamene. Histotie rychvaldského kostela/9  10 let CČS slavnostni bohoslužby.jpg","9  10 let CČS slavnostni bohoslužby.jpg",image/jpeg,351442,9c7e1275fc9dc9bc978558e824ab14ab5b3e9d22,repo_verified,visually_classified,unknown,"Z osobního archivu p. Jaromíra Urbánka."
urbanek-ccs-010,"4 Historie  Církve Československé  v Rychvaldě ve fotografiích/1 Od položení základního kamene. Histotie rychvaldského kostela/10  1937 Tryzna za TGM Farář Vodička.jpg","sources/osobni-archiv-jaromira-urbanka/4 Historie  Církve Československé  v Rychvaldě ve fotografiích/1 Od položení základního kamene. Histotie rychvaldského kostela/10  1937 Tryzna za TGM Farář Vodička.jpg","10  1937 Tryzna za TGM Farář Vodička.jpg",image/jpeg,348531,b48a6a15a2917fa6ddb0dbe4e0f05567a94e2c6e,repo_verified,visually_classified,unknown,"Z osobního archivu p. Jaromíra Urbánka."
