id,source_path,repo_path,filename,item_type,mime_type,size_bytes,drive_id,repo_status,git_blob_sha,sha256,dimensions,classification_status
urbanek-unused-book-calendar-photographs-026,"fotografie, které nebyl použité pro knihu ani kalendář/img010aa.jpg","sources/osobni-archiv-jaromira-urbanka/fotografie, které nebyl použité pro knihu ani kalendář/img010aa.jpg",img010aa.jpg,content,image/jpeg,795335,18JxZdjft6y3C2FOabD_cYHJKpgBzDjOp,repo_verified,8fab70c6d7a9bb5029662d5d78254275e445c513,0e93eef8a07239ea93201cbf1cc7c48a4876e7cce5c0bf48552d322bd6f61d47,941x1266,completed_first_visual_pass
urbanek-unused-book-calendar-photographs-027,"fotografie, které nebyl použité pro knihu ani kalendář/img037.jpg","sources/osobni-archiv-jaromira-urbanka/fotografie, které nebyl použité pro knihu ani kalendář/img037.jpg",img037.jpg,content,image/jpeg,171901,1jc6a27yzbrOqXLyZuNgXg7Prkjt6vYap,repo_verified,f6d984cf1b376b0b7fce093006816af7fe3a7b45,141f75e1a2b59aa20904adf22f4d178aa93d5b54f7db6c2e136edfb76413ee00,725x1024,completed_first_visual_pass
urbanek-unused-book-calendar-photographs-028,"fotografie, které nebyl použité pro knihu ani kalendář/img724.jpg","sources/osobni-archiv-jaromira-urbanka/fotografie, které nebyl použité pro knihu ani kalendář/img724.jpg",img724.jpg,content,image/jpeg,214186,1GwbVjGi1EzGFcbHwNvghtYuhhwY4bfEx,repo_verified,d920d7bb91eead11a401c04e149b14b94961fc58,8527766fbb6db0654eb8c7029266f5b2f62215b5ff7d1dcb816ff65671d4bf09,1554x984,completed_first_visual_pass
urbanek-unused-book-calendar-photographs-029,"fotografie, které nebyl použité pro knihu ani kalendář/Thumbs.db","sources/osobni-archiv-jaromira-urbanka/fotografie, které nebyl použité pro knihu ani kalendář/Thumbs.db",Thumbs.db,technical,application/octet-stream,114688,1GPL7uZ6Cw4mdecbJYXNqVcT2-GXR9s4t,repo_verified,40402388fc67197ab86212ade070030f9aec42c1,bdc8dde24a360fbd8aa5d0855322265d6b760f50aa06a8e555eab23cebb97849,,technical_cache_audited
