id,source_path,repo_path,filename,mime_type,size_bytes,drive_id,repo_status,git_blob_sha,sha256,dimensions,classification_status,duplicate_of
urbanek-unused-book-calendar-photographs-006,"fotografie, které nebyl použité pro knihu ani kalendář/2061.JPG","sources/osobni-archiv-jaromira-urbanka/fotografie, které nebyl použité pro knihu ani kalendář/2061.JPG",2061.JPG,image/jpeg,4814057,1IZai4dhZHWiaB5A5arBNoW1lGttEOp02,repo_verified,a6e1a30ebbe4e13f2f4ce45040b655b6e6cefc4e,11c8711bca23c704a83cffa50064aa80721c6baa2d4cc9e538848f56b985b6ad,2592x3888,completed_first_visual_pass,
urbanek-unused-book-calendar-photographs-007,"fotografie, které nebyl použité pro knihu ani kalendář/2063.JPG","sources/osobni-archiv-jaromira-urbanka/fotografie, které nebyl použité pro knihu ani kalendář/2063.JPG",2063.JPG,image/jpeg,2284556,1ZB5IafcS7-zSa3OiZV74msa7L8BMxdrM,repo_verified,7926ca634b9e226deb490b0de2403a30af192789,9b00fd24d6f076e377b0b78e34b310973e79863623fda8365efad64be7cd7ebb,2953x2660,completed_first_visual_pass,
urbanek-unused-book-calendar-photographs-008,"fotografie, které nebyl použité pro knihu ani kalendář/2069.jpg","sources/osobni-archiv-jaromira-urbanka/fotografie, které nebyl použité pro knihu ani kalendář/2069.jpg",2069.jpg,image/jpeg,460763,1DioGxo-wm0NMvJikjLoTw0oxNb25t6cY,repo_verified,eb56617de1c20f52af7f91f1bf14c1508f48270f,b571cf3ffdcea6e4395c731afe15c7366e2fb2f1b363ff1ae579876194877f3f,837x1061,completed_first_visual_pass,
urbanek-unused-book-calendar-photographs-009,"fotografie, které nebyl použité pro knihu ani kalendář/209.jpg","sources/osobni-archiv-jaromira-urbanka/fotografie, které nebyl použité pro knihu ani kalendář/209.jpg",209.jpg,image/jpeg,420691,1T5aKxixibVB3GPCWCAcNcKrztUkTOLSi,repo_verified,e92929399720fd80c1894d716c0ef170c495ad84,9adee34b2b12e1e1a807c60e85870472180082821a71f4ca714c6ae1b15db4df,1500x1044,completed_first_visual_pass,
urbanek-unused-book-calendar-photographs-010,"fotografie, které nebyl použité pro knihu ani kalendář/327a.jpg","sources/osobni-archiv-jaromira-urbanka/fotografie, které nebyl použité pro knihu ani kalendář/327a.jpg",327a.jpg,image/jpeg,587865,1FmwNbVf869nBQdT82Ge1s4MwOMBEDGE4,repo_verified,1d9cc6086818160982d6854da7b6d6857292019b,a20b389ac31ff0c253a0e9be238961a9173cbf5cd994d1e1bce5d6967d2ba922,1992x1380,completed_first_visual_pass,urbanek-fotodokument-root-006
