id,source_path,repo_path,filename,mime_type,size_bytes,repo_status,git_blob_sha,sha256,drive_id,classification
urbanek-rychvald-vcera-dnes-055,Fotografie knihy Rychvald včera a dnes/Thumbs.db,sources/osobni-archiv-jaromira-urbanka/Fotografie knihy Rychvald včera a dnes/Thumbs.db,Thumbs.db,application/octet-stream,203264,repo_verified,994155fade2d4f2472cb8b77976262b767ab38f4,86a9e6592075496d6302389198300e09623f104c3a74a593a93ffca2107d8ff8,1tH47HgF21oE69wvCOytZSMnNgJczU-0q,technical_thumbnail_cache
