id,source_path,repo_path,filename,mime_type,size_bytes,repo_status,git_blob_sha,drive_file_id,drive_url,classification
urbanek-nalet-001,Nálet na Ostravu 1944/img242.jpg,sources/osobni-archiv-jaromira-urbanka/Nálet na Ostravu 1944/img242.jpg,img242.jpg,image/jpeg,173004,repo_verified,73d998d15f324127b40abf115135ec7ed02687f6,,,pending_visual_classification
urbanek-nalet-002,Nálet na Ostravu 1944/img244.jpg,sources/osobni-archiv-jaromira-urbanka/Nálet na Ostravu 1944/img244.jpg,img244.jpg,image/jpeg,226402,repo_verified,8eea73a9212cfcd30ac6269534ca5df293f366ab,,,pending_visual_classification
urbanek-nalet-003,Nálet na Ostravu 1944/img245.jpg,sources/osobni-archiv-jaromira-urbanka/Nálet na Ostravu 1944/img245.jpg,img245.jpg,image/jpeg,197874,repo_verified,3fc5b6c5981243092273b21582d1a8c2828837a8,,,pending_visual_classification
urbanek-nalet-004,Nálet na Ostravu 1944/img246.jpg,sources/osobni-archiv-jaromira-urbanka/Nálet na Ostravu 1944/img246.jpg,img246.jpg,image/jpeg,179212,repo_verified,2bcb56c4ff26deea41be91c402fe052afa4ecaa4,,,pending_visual_classification
urbanek-nalet-005,Nálet na Ostravu 1944/img247a.jpg,sources/osobni-archiv-jaromira-urbanka/Nálet na Ostravu 1944/img247a.jpg,img247a.jpg,image/jpeg,169250,repo_verified,5c65ad769e8820f2a04698fec72f512cf5b92406,,,pending_visual_classification
urbanek-nalet-006,Nálet na Ostravu 1944/img248.jpg,sources/osobni-archiv-jaromira-urbanka/Nálet na Ostravu 1944/img248.jpg,img248.jpg,image/jpeg,156953,repo_verified,c5d288b29d9e60b91640b79c47d81d2026f75a54,,,pending_visual_classification
urbanek-nalet-007,Nálet na Ostravu 1944/img249.jpg,sources/osobni-archiv-jaromira-urbanka/Nálet na Ostravu 1944/img249.jpg,img249.jpg,image/jpeg,172779,repo_verified,837ff924376c5c9342aac67f3e90db292b1f64f4,,,pending_visual_classification
urbanek-nalet-008,Nálet na Ostravu 1944/Thumbs.db,,Thumbs.db,application/octet-stream,47104,drive_listed_repo_missing,,1W_ESYfA5S8hjzxsvmnWjGlL4g3qD4U_Q,https://drive.google.com/file/d/1W_ESYfA5S8hjzxsvmnWjGlL4g3qD4U_Q/view?usp=drivesdk,technical_thumbnail_cache
