item_id,source_subfolder,archival_filename,source_path,repo_path,repo_status,git_blob_sha,sha256,file_size_bytes,media_type,technical_type,audit_status,catalog_source_filenames,missing_full_originals_evidenced,drive_id,rights,attribution
urbanek-ccs-tech-001,10 Kalendář 2015,Thumbs.db,10 Kalendář 2015/Thumbs.db,sources/osobni-archiv-jaromira-urbanka/4 Historie  Církve Československé  v Rychvaldě ve fotografiích/10 Kalendář 2015/Thumbs.db,repo_verified,91d73b30448ce8f8aa02a8ed79dafee5d349f0c2,056cb436b5556dea975512e8ff00cd80ffb8eaa7ecbf7c3c4795e8f47831d037,70656,application/octet-stream,windows_thumbnail_cache_cfb,completed_structurally_incomplete_no_missing_source_filenames,1.jpg–15.jpg,0,1UR9-TOX20gexQsxgM_o-oFxiV4wVOEiM,unknown,Z osobního archivu p. Jaromíra Urbánka.
