id,source_path,repo_path,filename,mime_type,size_bytes,repo_status,git_blob_sha,sha256,drive_id,classification
urbanek-noviny-1938-ceske-slovo-034,Noviny 1938 České slovo/Thumbs.db,sources/osobni-archiv-jaromira-urbanka/Noviny 1938 České slovo/Thumbs.db,Thumbs.db,application/octet-stream,132608,repo_verified,d8f7138ed11eb5131549f085cfff5d3d76986652,df1156f17c3c79b2892741be41d5e54a48e07c9a11498f1378d1534db106418b,1lYNM39TGU2fPm7-2D08KPRn6JhKsy2yj,windows_thumbnail_cache
urbanek-noviny-1938-ceske-slovo-035,Noviny 1938 České slovo/ZbThumbnail.info,sources/osobni-archiv-jaromira-urbanka/Noviny 1938 České slovo/ZbThumbnail.info,ZbThumbnail.info,application/octet-stream,246456,repo_verified,e3a0aae9c8fb6482818306c13a4929f709746703,ece09ea3e2611d1fc2e6804ae23a54735d5033dd0098a0f11b8e5063fbe8b002,1O_hFMBbjXqjYzQlnpzvdBFVsNztYGc31,zbex_thumbnail_cache_index
