id,source_path,repo_path,filename,mime_type,size_bytes,drive_id,repo_status,git_blob_sha,sha256,dimensions,classification_status
urbanek-unused-book-calendar-photographs-021,"fotografie, které nebyl použité pro knihu ani kalendář/75.tif","sources/osobni-archiv-jaromira-urbanka/fotografie, které nebyl použité pro knihu ani kalendář/75.tif",75.tif,image/tiff,36897352,1nlwIJmbbCQ1jLsEu7_ZrhMHrsuDRguwN,repo_verified,2a66f32e1888f0d3ca68a7993d698e05f895490f,8e67c2b91ecd476cdd64b589422e784b1a0c5fdb85378d8c84fcde97f0123643,3507x3507,completed_first_visual_pass
urbanek-unused-book-calendar-photographs-022,"fotografie, které nebyl použité pro knihu ani kalendář/8205.jpg","sources/osobni-archiv-jaromira-urbanka/fotografie, které nebyl použité pro knihu ani kalendář/8205.jpg",8205.jpg,image/jpeg,1165684,1c1ui2eEo-CgiUyynRCV9VQghfQ8KDKbN,repo_verified,cda9aa01e657bdc3439eba26453beb86b747c6e7,81b2f945a06ee362587ed3242db52beb4893a065d9b4a3b7c03908c663adb513,2341x1597,completed_first_visual_pass
urbanek-unused-book-calendar-photographs-023,"fotografie, které nebyl použité pro knihu ani kalendář/8206.jpg","sources/osobni-archiv-jaromira-urbanka/fotografie, které nebyl použité pro knihu ani kalendář/8206.jpg",8206.jpg,image/jpeg,2332867,1n2m-EVYANuIVOySvOxgNaW4lkl9dYyAw,repo_verified,63bc50205f92a6940d15dedf957ca04e4c12f283,221523167e2483bdb369753d8ac253f9b2f2712c94662785331fdc6e55177db5,2614x1945,completed_first_visual_pass
urbanek-unused-book-calendar-photographs-024,"fotografie, které nebyl použité pro knihu ani kalendář/P1020271aaaaddd.jpg","sources/osobni-archiv-jaromira-urbanka/fotografie, které nebyl použité pro knihu ani kalendář/P1020271aaaaddd.jpg",P1020271aaaaddd.jpg,image/jpeg,335488,1vSeqfqyrMCdOfAleYxo7J0uDpxCBvpn8,repo_verified,18586d3143bef010cd910a0f44b991d6b6265e60,6d8646a09060c53eada6a8b674dd4a192790d15df32425ae7a2ca408f867d40a,1010x1278,completed_first_visual_pass
urbanek-unused-book-calendar-photographs-025,"fotografie, které nebyl použité pro knihu ani kalendář/ggg.tif","sources/osobni-archiv-jaromira-urbanka/fotografie, které nebyl použité pro knihu ani kalendář/ggg.tif",ggg.tif,image/tiff,14557284,12n3Mfddsl5WrRut82bF8bcyQc8yBq5zj,repo_verified,e261328f6c12764be26f44c46fd3d0e5c5b85748,066bc91be31d23594073b4d5f78a580bb81c67301807a8de8fcc3998e7dcd303,3504x2352,completed_first_visual_pass
