id,source_path,repo_path,filename,item_type,mime_type,size_bytes,drive_id,repo_status,git_blob_sha,sha256,dimensions,classification_status
urbanek-fotodokument-root-041,fotodokument/img343.jpg,sources/osobni-archiv-jaromira-urbanka/fotodokument/img343.jpg,img343.jpg,content,image/jpeg,547643,1Ovmt-YtTQ6g1Lr1DRwThLx92Cze052mQ,repo_verified,aca291a76affae886dff8c1cb70e87be3452bef9,bdb101e6a9ed0a653b1d02ae99710aea974a31d5e493fe51d5886a99b8f9ef8e,1458x906,completed_first_visual_pass
urbanek-fotodokument-root-042,fotodokument/Thumbs.db,sources/osobni-archiv-jaromira-urbanka/fotodokument/Thumbs.db,Thumbs.db,technical,application/octet-stream,255488,1rzzpWs60I4ON9w4COqd9LgYNDs4-5HCK,repo_verified,761d7074152331883210317caaccc0128c3c51bf,8f83bcdbc1846db6b4f74e88fd2ef5369405e70bab0fe2337ac2296771dd0b74,,technical_cache_audited
urbanek-fotodokument-root-043,fotodokument/ZbThumbnail.info,sources/osobni-archiv-jaromira-urbanka/fotodokument/ZbThumbnail.info,ZbThumbnail.info,technical,application/octet-stream,687252,15GTQG5UyRmtizQNiW_QWDGBkPS9jcw7y,repo_verified,80637cc6a49d6f76a8b8a07a8542ddda48d6a411,c57edb1bbdcf273ed7e5e4e97772a93f6a83dbb6760798fb4e25c2ea30fabf33,,technical_cache_audited
