item_id,source_path,repo_path,filename,mime_type,size_bytes,git_blob_sha,repo_status,processing_status,rights,attribution
urbanek-ccs-001,"4 Historie  Církve Československé  v Rychvaldě ve fotografiích/1 Od položení základního kamene. Histotie rychvaldského kostela/1  Bohoslužba a položení zákl. kamene.jpg","sources/osobni-archiv-jaromira-urbanka/4 Historie  Církve Československé  v Rychvaldě ve fotografiích/1 Od položení základního kamene. Histotie rychvaldského kostela/1  Bohoslužba a položení zákl. kamene.jpg","1  Bohoslužba a položení zákl. kamene.jpg",image/jpeg,787680,179174b706e26605aaaa760b45b146f65fef4595,repo_verified,visually_classified,unknown,"Z osobního archivu p. Jaromíra Urbánka."
urbanek-ccs-002,"4 Historie  Církve Československé  v Rychvaldě ve fotografiích/1 Od položení základního kamene. Histotie rychvaldského kostela/2  Z výstavby 1.jpg","sources/osobni-archiv-jaromira-urbanka/4 Historie  Církve Československé  v Rychvaldě ve fotografiích/1 Od položení základního kamene. Histotie rychvaldského kostela/2  Z výstavby 1.jpg","2  Z výstavby 1.jpg",image/jpeg,753238,3a4eef125775ade2484a085deedb47948b60cd75,repo_verified,visually_classified,unknown,"Z osobního archivu p. Jaromíra Urbánka."
urbanek-ccs-003,"4 Historie  Církve Československé  v Rychvaldě ve fotografiích/1 Od položení základního kamene. Histotie rychvaldského kostela/3  Z výstavby 2.jpg","sources/osobni-archiv-jaromira-urbanka/4 Historie  Církve Československé  v Rychvaldě ve fotografiích/1 Od položení základního kamene. Histotie rychvaldského kostela/3  Z výstavby 2.jpg","3  Z výstavby 2.jpg",image/jpeg,824259,3b76d1036e2b7a8787698aa169bbe72fa18c38c6,repo_verified,visually_classified,unknown,"Z osobního archivu p. Jaromíra Urbánka."
urbanek-ccs-004,"4 Historie  Církve Československé  v Rychvaldě ve fotografiích/1 Od položení základního kamene. Histotie rychvaldského kostela/4  Z výstavby 3.jpg","sources/osobni-archiv-jaromira-urbanka/4 Historie  Církve Československé  v Rychvaldě ve fotografiích/1 Od položení základního kamene. Histotie rychvaldského kostela/4  Z výstavby 3.jpg","4  Z výstavby 3.jpg",image/jpeg,470466,055abceda811617abb958c93e3e08af611cab41b,repo_verified,visually_classified,unknown,"Z osobního archivu p. Jaromíra Urbánka."
urbanek-ccs-005,"4 Historie  Církve Československé  v Rychvaldě ve fotografiích/1 Od položení základního kamene. Histotie rychvaldského kostela/5  Před dokončením.jpg","sources/osobni-archiv-jaromira-urbanka/4 Historie  Církve Československé  v Rychvaldě ve fotografiích/1 Od položení základního kamene. Histotie rychvaldského kostela/5  Před dokončením.jpg","5  Před dokončením.jpg",image/jpeg,484807,1aaa0a2da6a9133399b635dbfe48869139ec8f9f,repo_verified,visually_classified,unknown,"Z osobního archivu p. Jaromíra Urbánka."
