id,source_path,repo_path,filename,mime_type,size_bytes,repo_status,git_blob_sha,sha256,drive_id,classification
urbanek-root-loose-006,img237 německý četník.jpg,sources/osobni-archiv-jaromira-urbanka/img237 německý četník.jpg,img237 německý četník.jpg,image/jpeg,31086,repo_verified,e0720b687eab3cd2901a86208ab4230b09ade1da,14b81e217318f550a2e9afadd5a4952c9476735efc48ed8934df4102df0bfe02,18rzK1hSPyCNQq6K1TcWK2VrJF-Po4PUK,historical_uniformed_man_studio_portrait
