id,source_path,repo_path,filename,mime_type,size_bytes,drive_id,repo_status,git_blob_sha,sha256,dimensions,classification_status
urbanek-noviny-1938-ceske-slovo-021,Noviny 1938 České slovo/P1020294.JPG,sources/osobni-archiv-jaromira-urbanka/Noviny 1938 České slovo/P1020294.JPG,P1020294.JPG,image/jpeg,3443871,18VZ6nkHlpcFjwQGYLKNCUZtbOSmuXFZK,repo_verified,8a6ca60581b8e038ba966f8ab3d4ab12732fe7af,5866cb74615bd9aad9ec136414a85ceb8b0879e9165de604c2c2314fa1b91c30,3072x2304,completed_first_visual_pass
urbanek-noviny-1938-ceske-slovo-022,Noviny 1938 České slovo/P1020295.JPG,sources/osobni-archiv-jaromira-urbanka/Noviny 1938 České slovo/P1020295.JPG,P1020295.JPG,image/jpeg,3353724,1SdyUJpKakgbG9KydpEw6ky75Zr2IW9Km,repo_verified,890b3d120d9d31a12b19d01d62fdd96d986e8fa3,d6d44dac4154fade75eb9ea431ff29eea032bd0cdb9122d3ef9dc16a52dd5133,2304x3072,completed_first_visual_pass
urbanek-noviny-1938-ceske-slovo-023,Noviny 1938 České slovo/P1020296.JPG,sources/osobni-archiv-jaromira-urbanka/Noviny 1938 České slovo/P1020296.JPG,P1020296.JPG,image/jpeg,3301098,1TRZx3YLmN9GUhhpPc-tCzzDsGjARNs56,repo_verified,4e76e5b0058b22ac50e52520975022548dfa8e3b,7d8eb5f2d4367ca19aead816239b3b8fe3aaf4cbfea17c0daeb8b8c620ff1b6d,3072x2304,completed_first_visual_pass
urbanek-noviny-1938-ceske-slovo-024,Noviny 1938 České slovo/P1020297.JPG,sources/osobni-archiv-jaromira-urbanka/Noviny 1938 České slovo/P1020297.JPG,P1020297.JPG,image/jpeg,3452197,1keJqH6KK5KHqiEBGLonaSE63Q3MEnqk6,repo_verified,5d867107c74df14f2a6130b423e01fa9144600e7,7605f9f4e62fff8391641b3807ef545dfdac3083e3fcd9d2a3ec77304ee96136,3072x2304,completed_first_visual_pass
urbanek-noviny-1938-ceske-slovo-025,Noviny 1938 České slovo/P1020298.JPG,sources/osobni-archiv-jaromira-urbanka/Noviny 1938 České slovo/P1020298.JPG,P1020298.JPG,image/jpeg,3514119,1UE8pCAnoLrXNTZEcW23ZWNoPtTentnK1,repo_verified,1149f5c2f4f2a83c967ef8b0ce2a699443834b45,9d3a721053c8ec25f4707852d36b033455d94792eea0427fed8ad76affeba55b,3072x2304,completed_first_visual_pass
