id,source_path,repo_path,filename,mime_type,size_bytes,repo_status,git_blob_sha,sha256,drive_id,classification
urbanek-rychvald-032,Rychvald/Thumbs.db,sources/osobni-archiv-jaromira-urbanka/Rychvald/Thumbs.db,Thumbs.db,application/octet-stream,118784,repo_verified,0c3f5c8ea878fc6b97fb69c8eef9bfc2571cfb8a,454a4259547fc55f23645817d415b42a170f433b5fafd7481cc8fb66b15fc6c1,1CfKmAAQVtb0rD4U_Wm_i3ULqCMNaO62D,windows_thumbnail_cache
urbanek-rychvald-033,Rychvald/ZbThumbnail.info,sources/osobni-archiv-jaromira-urbanka/Rychvald/ZbThumbnail.info,ZbThumbnail.info,application/octet-stream,199546,repo_verified,b21c21108d8b2222263c64dd21867d1f6819076c,f2248e577904f5b87d7d9a7cebb8c2e4b4603ccd188daf3ef86d9ffd7eeea21b,1UNA35ideuDwdP7yTkZH9KBsUExLHnI7Q,zbex_thumbnail_cache_index
